nomor,nama_akun,tanggal_komentar,komentar,komentar_preprocessing,label
411,@sigitdwicahyono6744,2023-09-13T04:58:58Z,Trus kpn exekusi di hadapan regu tembak nya ....😅😂 klu bs di hadapan umum biar jera....jgn kelamaan sidang saat sudah ditangkap,terus kapan eksekusi hadap regu tembak kalau hadap umum biar jera jangan sidang tangkap,negative
412,@kustowomartojiyo5299,2023-09-16T07:46:16Z,Pak kapolri mestinya dgn tegas hrs peringatkan anak buah nya dgn keras kalo smpe terlibat bisnis narkoba ancamannya hukum mati.... Mestinya hrs begitu,kapolri mesti dengan harus ingat anak buah dengan keras sampai libat bisnis narkoba ancam hukum mati mesti harus,negative
413,@hasmonosaptowijoyo6968,2023-09-19T05:01:44Z,Mohon yang  tim menangjap  di sekolahkan tamtama di bintarakan bintara di perwirakan  perwira   di sekolahkan ke prik  yang kolonel di jenderalkan  akp akbpkanakbp ke kombes  gitu,tim menangjap sekolah tamtama bintara bintara perwira perwira sekolah prik kolonel jenderal akp akbpkanakbp kombes gitu,negative
414,@AISENODNI26,2023-09-16T00:57:37Z,"Mereka yg merusak dan meracuni negara yg mayoritas usia produktif justru bukan negara maju, disini sering/bahkan setiap hari kasus2 ini. Saya curiga apa para pengedar ini didanai olh orng berpengaruh dari negara lain  karena biaya mereka kesana kemari itu tdk murah",rusak racun negara mayoritas usia produktif negara maju kasus curiga peedar dana olh orng pengaruh negara biaya kesana kemari tidak murah,negative
415,@rojalihanim8525,2023-09-17T13:10:14Z,"KITA LIHAT NANTI KASUS INI APAKAH AKAN BERAHIR SEPERTI  PREDY- BUDIMAN  NGGAK......   KALAU MAU ADIL SIH HARUS SAMA DG PREDY BUDIMAN  , YAKNI HUKUMAN MATI .......  TERUS APA KABAR JENDRAL TEDDY MINAHASA.......    ??????<br>MAU TEGAS JANGAN TANGGUNG TANGGUNG AH........  !!!!!!    INI JUGA AKAN MENIMBULKAN KECEMBURUAN KEADILAN  , BAGI KELUARGA  PELALU PELAKU NARKOBA SEBELUM NYA.......YG SUDAH DI EKSEKUSI......!!!!",berahir predy budiman nggak adil dengan predy budiman hukum mati kabar jendral teddy minahasa tanggung tanggung timbul cemburu adil keluarga lalu laku narkoba eksekusi,negative
416,@ramadhanramadhan904,2023-09-16T04:50:41Z,"Yg tramadol aja pengendali dan pengaman nya si topi biru nganuuu ..apalagi yg ini minimal puyer bintang 7😊😊😊.sudahlah ..terserah pemakai dan penguna nya kalau tidak mati,ya gila/stres,kalau kira&quot; bermanfaat buat tubuh pakai bila tak ada manfaat jauhi...gitu aja repot..😊😊",tramadol aja kendali kam topi biru nganuuu minimal puyer bintang serah pakai penguna mati gila stres manfaat tubuh pakai manfaat jauh gitu aja repot,negative
417,@artgottic7717,2023-09-15T12:02:11Z,Ujujung2 publik Sudan tak mengikuti hal hukum tejadilah kolaborasi kerjasama Maksiat NKRI ini?<br>Makanya para pejabat rata2 hidupnya Hedon  tak peduli rusaknya Generasi NKRI <b>*</b>,ujujung publik sudan ikut hukum tejadilah kolaborasi kerjasama maksiat nkri jabat rata hidup hedon peduli rusak generasi nkri,negative
418,@uniteqadibnajla4170,2023-09-17T16:34:35Z,"👍hebat polri Indonesia.. biasanya,..&quot;jerung2&quot;ni kebal hukum/undang2.. tabik Spring utkk smua yg terlibat..😁",hebat polri indonesia jerung kebal hukum undang tabik spring utkk semua libat,positive
419,@BastenAbid-tc9ji,2023-09-15T23:31:14Z,"Mendatangkan barang dari luar negri untuk di edarkan di dalam negri, merusak anak bangsa. Jahat sekali pelaku peredaran nerkoba ini",barang negri edar negri rusak anak bangsa jahat laku edar nerkoba,negative
420,@karade2637,2023-09-17T04:29:12Z,"Nyimak..aja rakyat dungu..negara indonesia hebat polisi terhebat di dunia,smoga rakyat sperti  kotapheladelpia mmbangun sgala generasi",nyimak aja rakyat dungu negara indonesia hebat polisi hebat dunia smoga rakyat sperti kotapheladelpia mmbangun sgala generasi,negative
421,@ahmadsubandi202,2023-09-19T02:40:47Z,"Teroris yg sangat rapi bisa di bongkar ,,sekrang narkoba jelas nampak nggak bisa diusut ,,intinya narkoba perdagangan antar penguasa negara ,,,ketika ditangkap jangan dia dekekengan bintang 1000 lolos negara kita ini terllau banyak penguasa naif dan munafiq para penguasa  menguasai yg punya legalitas",teroris rapi bongkar sekrang narkoba nampak nggak usut inti narkoba dagang kuasa negara tangkap dekekengan bintang lolos negara terllau kuasa naif munafiq kuasa kuasa legalitas,negative
422,@bejojenggot9422,2023-09-13T00:32:43Z,"Hebat hebat mantap polisi Indonesia Brantas terus jaringan narkoba sampai ke akar-akarnya, lanjutkan.",hebat hebat mantap polisi indonesia berantas jaring narkoba akar akar lanjut,positive
423,@kamaruddin2861,2023-09-19T11:39:34Z,"Klau menrut rakyat kecil klau mau brntas nrkoba d indnsia harus aparat hukum,jujur n terbuka coba cek satu&quot; apratnya",menrut rakyat berantas nrkoba indnsia aparat hukum jujur buka coba cek aprat,negative
424,@zfn9633,2023-09-13T08:43:17Z,Jual aja barang bukti narkobanya ke negara lain yg legalin narkoba...duit nya buat bayar hutang negara,jual aja barang bukti narkoba negara legalin narkoba duit bayar hutang negara,negative
425,@m.yusufj1ace601,2023-09-19T01:32:30Z,barang.bukti.disita.nanti.dijual.komendannya.kaya.td.minahahasa.masyarakat.tdkk. percaya.lagi.dg.polri.,barang bukti sita jual komendan kaya minahahasa masyarakat tidak percaya dengan polri,negative
426,@ajiijoyja208,2023-09-13T12:28:05Z,"Semoga Aparat, Negara semakin serius &amp; tegas dlm memberantas narkoba. Termasuk dlm memberi hukuman kpd bandar &amp; pengedarnya.",moga aparat negara serius dalam berantas narkoba dalam hukum kpd bandar peedar,positive
427,@euisrohanah619,2023-09-15T16:29:39Z,D hukum mati jangn d hukum seumur hdup tr berolah lg sklian hukum mati byr pada jera smuanya yg meng edar dan memake Klo cmn d hukum seumur hdup Pati tr d penjara berbisni lg  Ama anak buah ya brtas Titan narkoba apa pun bhnya skat habis ype ke akar2 ya...,hukum mati jangn hukum umur hdup olah lagi sklian hukum mati byr jera smua meng edar memake hukum umur hdup pati penjara berbisni lagi ama anak buah brtas titan narkoba skat habis ype akar,negative
428,@viathrueafends4670,2023-09-15T19:09:47Z,"Mayan biar keliatan kerja .. cukong lainya msh aman,klo bnr gk ngelenong tembak tu bandar",mayan biar liat cukong lai aman benar tidak ngelenong tembak bandar,negative
429,@telikseranmaymuna815,2023-09-13T22:21:45Z,"Coba polisi juga selidiki dipapua ditempat kita banyak anak&quot; mudanya yg jarang tidur dan mereka beribut hampir mau pagi,tdk tau apa yg dilakukan karena banyak ortunya masa bodoh dan seperti pembiaran begitu juga rt nya bahkan anak&quot; nya rt ini jarang tidur begadang terus,kita di kotaraja dalm gg dihe dua abepura papua jayapura,tolong pakpol selidiki jangan&quot;mungkin ada perputaran narkoba juga.",coba polisi selidik dipapua tempat anak muda jarang tidur ribut pagi tidak tau ortu bodoh biar anak jarang tidur begadang kotaraja dalm dihe abepura papua jayapura tolong pakpol selidik putar narkoba,negative
430,@ambarawa1cell69,2023-09-13T06:51:05Z,Harus hukuman mati bandar narkoba dan koropsi penyakit masyarakat harus di brantas sampai ke akar akarnya demi kemajuan negara,hukum mati bandar narkoba koropsi sakit masyarakat berantas akar akar maju negara,negative
431,@parwosiswoyo3087,2023-09-13T16:26:53Z,"Semoga barbuknya ga jd tawas kyak jendral yg kmrin di sidang, ga tau kasusnya dah smp mana, dilihat dr angka harusnya hukuman mati dn prosesnya hrus cepat, semakin lm proses hukum semakin tinggi nilai diskonya",moga barbuk tidak tawas seperti jendral kmrin sidang tidak tau kasus smp angka hukum mati dan proses hrus cepat proses hukum tinggi nilai disko,negative
432,@idwar129,2023-09-17T15:40:55Z,Kl Sdh  ketangkap gembong .. Kuroco2 ngikut.. Apresiasi ka polri.. Skrg.. .. Selamat kn generasi muda pak... Bnyk y hancur otak nya kl Sdh  kena sabu.. Ngk guna lagi.. Ganja.. Muras.. .msh bisa di slamatkn.. Sabu sabu ngeriiiiii,sudah tangkap gembong kuroco ngikut apresiasi polri sekarang selamat generasi muda banyak hancur otak sudah sabu ganja muras slamatkn sabu sabu ngeri,negative
433,@marihothutagaol5281,2023-09-17T23:22:40Z,"Mohon diKasitau, Kemanakah Penjualan Akhir Narkoba ini. Siapa2 Saja Pembeli Akhir Narkoba ini. Selain dari Dikonsumsi Orang, Untuk Apakah Kegunaan Narkoba ini?  Terimakasih.",dikasitau mana jual narkoba siapa beli narkoba konsumsi guna narkoba terimakasih,negative
434,@guswanto8149,2023-09-20T13:57:34Z,"Alkhamdulillah kl sekarang institusi polri mau membuka jaringan terbesar peredaran Narkoba, tapi lebh lengkapnya kl bos besar pemasok&amp;penerima Narkoba itu ke Negri RI, kira2berani apa gak menangkap bos besarnya pemasok&amp; penerima di NKRI kl memang institusi polri itu bener2 niyat ingin memberats sampai bersih, berati institusi polri mash ingin kebali jadi institusi yg baik, &amp; kira2 seluruh   masyarakat dlm NKRI msh mau mempercayainya pd institusi itu.",alkhamdulillah institusi polri buka jaring besar edar narkoba lebh lengkap bos pasok terima narkoba negri gak tangkap bos besar pasok terima nkri institusi polri bener niyat memberats bersih berat institusi polri mash kebal institusi kira masyarakat dalam nkri percaya institusi,negative
435,@ipulgg333,2023-09-19T16:08:38Z,"Sy rakyat nusantara ,mengajak ,kita semua perduli dgn bangsa ini,,,slk melapor kepolisi,semua gerak gerik ,hal yg mencurigakan dari semua hal,,dgn surat kaleng,atsu sms halo polisi ,no ,polisi wajib tahu semua,,,",saya rakyat nusantara ajak duli dengan bangsa slk lapor polis gerak gerik curiga dengan surat kaleng atsu sms polisi polisi wajib,negative
436,@samsivivo8466,2023-09-19T17:45:32Z,"IN SEMUA BOHONG UJUNGNYA, KERJA SIA SIA, HUKUMNYA BEBAS JUGA NGG AD HUKUMAN MAKSIMAL, SY YAKIN KASUS IN KABUR, REZIM NARKOBA, OOOOOOH JOKOWI BOHONG LAGI, MODUS KLU ORG MISKIN DI HUKUMAN DIMATI",bohong ujung sia sia hukum bebas ngg ada hukum maksimal saya kabur rezim narkoba jokowi bohong modus kalau orang miskin hukum mati,negative
437,@eddyila,2023-09-13T01:01:50Z,Tp kalau kapolda kplri kalimantan saya yakin bnyk yg jujur karna luar biasa sudah mengukap narkoba sebesar ini sepajang sejarah paling besar 10 triliunan kerennnn bngttt bapak 🤲🤲🤲🤗🤗😘😘😄,tapi kapolda kapolri kalimantan banyak jujur karena mengukap narkoba pajang sejarah triliun bagus bngt,positive
438,@darsonodarsono5040,2023-09-19T17:36:47Z,Beking perdagangan narkoba satu tni dan polri dua imigersen  kalao polisi dan tni tidak jadi beking  sudah tidak ada yang namanya nar koba karena  contah tki membawa tembakkosaja di bandara ditangkap membawa jarum saja kena tangkap kok ada kkb ada gam  yang sudah ter jadi timor2 kanana gosmo tni hapus 1 orang saja tak bmampu  matinya perajuret utok apa jadi pengalaman yang lalu harus di ingat siapa yang jadi peng hianat negara,beking dagang narkoba tni polri imigersen kalao polisi tni beking nama nar koba contah tki bawa tembakkosaja bandara tangkap bawa jarum tangkap kkb gam ter timor kanana gosmo tni hapus bmampu mati perajuret utok alam peng hianat negara,negative
439,@FResh__TV,2023-09-15T22:35:18Z,Luar biasa kerja keras polisi dalam mengungkap narkoba...<br>Bravo polisi semoga dapat mengungkap jaringan narkoba lainya...,keras polisi ungkap narkoba bravo polisi moga ungkap jaring narkoba lai,positive
440,@cybercrime8621,2023-09-13T11:20:49Z,Plg juga  kurang dr 5 th udah bebas.<br>Duit byk bs bayar hakim jaksa dn pengacara.<br>Bkn rahasia LG mental pejabat indonesia,plg tahun sudah bebas duit byk bayar hakim jaksa dan acara bkn rahasia lagi mental jabat indonesia,negative
441,@yayuknusaloka7654,2023-09-13T00:29:02Z,Aset ambil untuk negara.<br>Usut sampai tuntas sampai keakar2nya dan penjarakan mereka²aparatur negara yg ikut mem-baking-in klo ada.<br>Jgn ada permainan mata.<br>Titik,aset ambil negara usut tuntas penjara aparatur negara mem baking jangan main titik,negative
442,@kasminsh5473,2023-09-17T20:47:49Z,"Pk kapolri ttp komitmen ekornya terbukti melanggar kepalanya diatas dipotong artinya di pecat sj. Ganti yg baru, termasuk aggt yg terlibat pecat semua, jgn takut smg alloh memudahkan amiin",kapolri ttp komitmen ekor bukti langgar kepala atas potong pecat saja ganti aggt libat pecat jangan takut smg alloh mudah amiin,positive
443,@edyarpandi8718,2023-09-13T01:49:45Z,"Mantap Bravo Kepolisian,sikat habis para bandar Narkoba dan kaki tangannya jg kasih kendor,kamu yakin masih banyak lagi para perusak generasi muda Negri ini yg sangat menikmati hasil kejahatannya di Propinsi dan Daerah 👍",mantap bravo polisi sikat habis bandar narkoba kaki tangan juga kasih kendor usak generasi muda negri nikmat hasil jahat propinsi daerah,positive
444,@berrykapor9720,2023-09-15T08:37:29Z,Miris sekarang narkoba udh masuk ke desa² dgn gampangnya tapi aparat kayak g ada reaksi apa².. seharusnya polda harus turun langsung ke polres² di daerah ² periksa semua polisi yg bertugas di daerah²,miris narkoba sudah desa dengan gampang aparat kayak reaksi polda turun polres daerah periksa polisi tugas daerah,negative
445,@triwidodo7414,2023-09-15T03:53:05Z,negara paling banyak punya pagar betis untuk pembatas kejahatan<br>tapi dgn leluasa kejahatan terus berlangsung<br>orang bodohpun bisa tahu narkoba dan kjahatan lainnya sudah dipastikan ada campurtangan dr abdi negara dgn peran masing2,negara pagar betis batas kejahatantapi dengan leluasa jahat berlangsungorang bodoh narkoba kjahatan campurtangan abdi negara dengan peran masing,negative
446,@asmanali3247,2023-09-18T23:55:05Z,Brang bktiy hrus d musnakan dn brng bkti brupa uang hrus d msukan k kas negara,barang bktiy hrus musnakan dan brng bkti brupa uang hrus msukan kas negara,negative
447,@trimantotrimanto5331,2023-09-20T01:11:56Z,Hukum mati aja ama korop tor sama di mesken kan indonesia terlalu ringan hukum indonesia,hukum mati aja ama korop tor mesken indonesia ringan hukum indonesia,negative
448,@siswotosiswoto4642,2023-09-18T02:17:04Z,"Saya apresiasi kepada POLRI, tapi saya ingin tahu juga...nggak apa2 to...... lha barang bukti yg begitu banyaknya mau dikemanakan ya.....dilenyapkan apa dihilangkan ya ...maaf, saya hanya ingin tahu aja<br>.....kok.",apresiasi polri nggak apa lha barang bukti banyak mana lenyap hilang maaf aja,negative
449,@mtohir4717,2023-09-17T15:02:45Z,Pelaku narkoba samp 10 triyon ga di hukum mati..pemerintah diam aja ..bahaya. ..ga ada slesainya klo ga di hukum mati.,laku narkoba samp triyon tidak hukum mati perintah diam aja bahaya tidak slesai tidak hukum mati,negative
450,@idabagusalitarcana6282,2023-09-15T09:30:12Z,"siapa sih sedungguhnya pengedar narkoba knp tdk ada habisnya, adakah penegak hukum yg terlibat. Mari lindungi masyarakat kita dr narkoba, lalau ada penegak hukum yg terlibat hukumlah seberat beratnya dan bila perlu fitembak mati.",sedungguh peedar narkoba kenapa tidak habis ada tegak hukum libat mari lindung masyarakat narkoba lalau tegak hukum libat hukum berat berat fitembak mati,negative
451,@user-cu9xz8ls2h,2023-09-14T09:38:41Z,Bakar hidup. Itu bahaya buat rakyat indonesia.klk tidak ceoat. Di hukum mati.nanti lama2 uang lagi yg bicara.,bakar hidup bahaya rakyat indonesia klk ceoat hukum mati lama uang bicara,negative
452,@riswanwan7274,2023-09-19T04:59:52Z,"Narkoba penghancur generasi bangsa. Hukum di Indonesia kalau ada uang bisa di beli jangan takut… koruptor aja hanya beberapa tahun shj yg korup triliunan bisa bebas, mbunuh orang pun bisa di negosiasi hukumannya …. Jaji ada uang bisa lepas punya…",narkoba hancur generasi bangsa hukum indonesia uang beli takut koruptor aja tahun shj korup triliun bebas mbunuh negosiasi hukum jaji uang lepas,negative
453,@agaalvarez,2023-09-13T10:03:20Z,"Al-Fatihah, smoga disisa hidupku slalu dijauhkan dari sgala hal² busuk yg sudah menyebar luas di dunia ini",fatihah smoga sisa hidup selalu jauh sgala busuk sebar luas dunia,negative
454,@taubuer1904,2023-09-16T11:14:29Z,Pemerintah indonesia sedang bekerjasama dengan negara perusak bangsa. Cina keparat pemasok narkoba terbesar seluruh dunia,perintah indonesia bekerjasama negara usak bangsa cina keparat pasok narkoba besar dunia,negative
455,@MonoAee-ps3ir,2023-09-15T09:49:15Z,"Lebih bagus, TNI,,dilibatkan dlm pengawasan pd barang yg di sita krn di kuatirkan ada imdikasi penyelewengan seperti yg terjadi pd seorang jemdral berbintang dua Bpk Tedy Minahasa meskipun brg2 yg disita berupa aset laham dan tanah,.maaf bkn menuduh sekedar masukan krn semua ini  demi kebersihan dan keberhadilan di tubuh KORP KEPOLISIAN,,",bagus tni libat dalam awas barang sita karena kuatirkan imdikasi seleweng jemdral bintang bpk tedy minahasa brg sita aset laham tanah maaf bkn tuduh dar masuk karena bersih keberhadilan tubuh korp polisi,negative
456,@achmadridho9456,2023-09-12T23:01:36Z,saya acungi jempol setinggi bintang dilangit tiada banding terima kasih kepolisian R I menyelamatkn generasi muda kita,acung jempol bintang langit tiada banding terima kasih polisi menyelamatkn generasi muda,positive
457,@sehudinsadath2077,2023-09-13T11:40:29Z,"Coba kalau saja oknum yg membekingi para pengedar sadar akan rusaknya generasi Anak bangsa,kena tanpa mereka Pasti susah Narkoba masuk negara",coba oknum beking peedar sadar rusak generasi anak bangsa susah narkoba negara,negative
458,@masbudi6163,2023-09-12T23:55:09Z,"Memeng polisi itu bngsat,byk anggota nya yg trlbt, dasar polri GK brguna bngsat",memeng polisi bngsat byk anggota trlbt dasar polri tidak brguna bngsat,negative
459,@agungwibowo8052,2023-09-13T02:49:21Z,"Inilah negri Konoha, Bandar judi, Bandar Narkoba ketangkap di hukum berat aset di sita,,sementara penjahat sebenarnya para Koruptor yang jelas merugikan seluruh rakyat di hukum ringan aset ga disita,,",negri konoha bandar judi bandar narkoba tangkap hukum berat aset sita jahat koruptor rugi rakyat hukum ringan aset tidak sita,negative
460,@wandisupriady28-xr4og,2023-09-18T05:19:55Z,Tanah bangunan yg di Sita kelola oleh negara jagan di biarkan tidak bermamfaat..Biarr ada pemasukan buat negara,tanah bangun sita kelola negara jagan biar bermamfaat biarr pasu negara,negative
461,@spoilertime5598,2023-09-13T00:09:12Z,"pertanyaan terbesar dalam benakku&quot; aset aset yang disita baik berupa bangunan, tanah, uang dan bentuk fisik berupa kendaraan dari kasus kasus di Indonesia baik kasus kriminal, suap, korupsi dan lain lain dialihkan kemana atau kemana perginya?",besar benak aset aset sita bangun tanah uang bentuk fisik kendara indonesia kriminal suap korupsi alih mana mana pergi,negative
462,@yulianapadang0182,2023-09-18T03:03:16Z,"Pk ini krna mau Pemilu dibrsihkan nanti sda pemilu bnjir lgi narkoba ,krna dibking oleh oknum pejabat.",karena milu dibrsihkan sda milu bnjir lagi narkoba karena dibking oknum jabat,negative
463,@KotaBima-dm3xf,2023-09-12T22:22:13Z,"Kami sebagai masyarakat awam sangat mengapresiasi kinerja kepolisian, semoga saja kinerja ini bisa terus di kembangkan sehingga generasi Indonesia bisa terselamatkan, Bravo kepolisian semoga tetap jaga Aamiin",masyarakat awam apresiasi kerja polisi moga kerja kembang generasi indonesia selamat bravo polisi moga jaga aamiin,positive
464,@wirdimusowwir5297,2023-09-16T01:54:32Z,polisi yg berhasil mengungkap kasus narkoba sebesar in8 harusnya dikasih penghargaan dan kenaikan pangkat.. biar polisi2 lain jg terpicu buat buka kasus2 besar jg.. baru kali ino polisi buka kasus narkoba sebesar ini,polisi hasil ungkap narkoba kasih harga naik pangkat biar polisi juga picu buka kasus juga ino polisi buka narkoba,positive
465,@muhamadahyarfirmansyah9596,2023-09-18T13:38:03Z,Percuma...!!!!!<br>Kalo di Indonesia Bandar narkoba + Koruptor gk di hukum mati semua..!!!<br>Penjahat akan selalu berkeliaran alias gk kapok <br>Apalagi kalo melibatkan aparat Hukum yang melindungi..??!!<br>Mimpi aja Indonesia bakal maju..<br>Contoh negara Cina bisa maju..hukum mati nya tegas..!!?,indonesia bandar narkoba koruptor tidak hukum mati jahat liar alias tidak kapok libat aparat hukum lindung mimpi aja indonesia maju contoh negara cina maju hukum mati,negative
466,@bambangom6350,2023-09-13T03:55:40Z,"Bravo polri ,sgr sikat sita hartanya keluarga ortu diamankan jg jd buronan sgr bisa ditangkap jgn beri ampun isolasi semua ini perusak bangsa negara tdk main main jgn hanya viral sj bravo",bravo polri sgr sikat sita harta keluarga ortu aman juga buron sgr tangkap jangan ampun isolasi usak bangsa negara tidak main main jangan viral saja bravo,positive
467,@suwanto785,2023-09-17T11:32:16Z,bagi siapa yg mau merusak generasi muda indonesia.kususnya narkoba.yg benar2ketangkap.hukumnya mati.tindak tegas dor di tempat.biar jera bahi yg ngedar narkoba.,rusak generasi muda indonesia khusus narkoba hukum mati tindak dor biar jera bagi edar narkoba,negative
468,@AnggoroLeminerale-yy3fn,2023-09-17T06:52:48Z,"Mantap banget buat Kepolisian,juga hukum seberat2nya buat orang yang terlibat di dalamnya sita aset2nya semua tidak terkecuali kalau ada oknum2 yg terlibat di dalamnya.",mantap banget polisi hukum libat dalam sita kecuali oknum libat dalam,positive
469,@vaksinasicovid1940,2023-09-13T04:31:18Z,"Mau 1 org ato semua org ken tangkap, narkoba gk ad hbis nya woy,, biar 1 per 1 kena tangkap pun juga,,klo dh keluar penjara psti berulah lgi, 😂",orang ato orang ken tangkap narkoba tidak ada hbis woy biar tangkap penjara pasti ulah lagi,negative
470,@madesudarsa1204,2023-09-17T07:32:16Z,"Ini pengedar Narkoba manusia paling bejat karena mencari kebahagiaan ,harta kekayaan  dan kesenangan untuk keluarganya diatas mayat orang lain",peedar narkoba manusia bejat cari bahagia harta kaya senang keluarga atas mayat,negative
471,@sitimalikah837,2023-09-12T22:38:45Z,Alhmdulillah .. pk pol kerja yg sangat memuaskan . Setuju Brantas sindikat narkoba dan korupsi hukum mati biar tidak merusak moral generasi bangsa .,alhmdulillah pol muas tuju berantas sindikat narkoba korupsi hukum mati biar rusak moral generasi bangsa,positive
472,@user-cn7hz9uh1e,2023-09-16T08:45:07Z,Trus asetnnya buat siapa? Bagi2 aja buat rakyat juga.. jngan di Telen sndri apart nya wkwkwk atau buat bayar utang negara,terus asetn bagi aja rakyat jngan telen apart wkwkwk bayar utang negara,negative
473,@msamroni1215,2023-09-15T07:49:46Z,"Bekingannya juga hrs di cari dan di tangkep, hmpir di seluruh pelosok desa narkoba jenis sabu udh beredar",beking harus cari tangkep hmpir pelosok desa narkoba jenis sabu sudah edar,negative
474,@yusupsupriatna1864,2023-09-14T23:11:31Z,Klw ada pejabat terlibat hukum dong sesuai UUD yg berlaku hukum pun harus tajam ke Atas biar adil,klw jabat libat hukum sesuai uud laku hukum tajam biar adil,negative
475,@m_arizky2826,2023-09-16T00:49:23Z,"Ditangkap pun <b>TIADA GUNA</b><br>paling beberapa bulan/tahun keluar lagi, jadi pengedar lg 😂<br>Kalaupun tidak keluar, paling mengedarkan dari penjara, sudah jadi rahasia umum, penangkapan pelaku hanya memperbesar jaringan saja.<br>Penjara setidaknya harus menghasilkan 2 point :<br>- membuat para pelaku <b>TAUBAT</b><br>- <b>HUKUMAN MATI</b><br>  baru bisa Negeri ini bersih dr narkoboy,",tangkap tiada gunapaling tahun peedar lagi meedarkan penjara rahasia umum tangkap laku besar jaring penjara hasil point laku taubat hukum mati negeri bersih narkoba,negative
476,@dwinugraha9630,2023-09-13T00:59:04Z,Tar tau&quot; hukuman mati jadi seumur hidup lewat lembaga tinggi negara yang kemarin kasih keringanan utk FS dkk... 😊,tar tau hukum mati umur hidup lembaga tinggi negara kemarin kasih ringan untuk dkk,negative
477,@agusdarmawan7576,2023-10-08T06:26:53Z,"&quot;PASTI ADA DEKINGANNYA &quot; PERTANYAANNYA &quot; KLU TDK ADA DEKINGANNYA KNP BARANG HARAM ITU BISA MASUK KE NKRI&quot; SEANDAINYA DIJAGA KETAT DI JLN TIKUS DI DAERAH DAERAH MANAPUN SEPERTI SARAWAK  TENTU BARANG HARAM ITU TDK BISA MASUK KE NKRI,&quot; DAN HARUS JAGA DIPERKETAT DI BEACUKAI DAN CARGO CARGO..",deking kalau tidak deking kenapa barang haram nkri anda jaga ketat jln tikus daerah daerah mana sarawak barang haram tidak nkri jaga ketat beacukai cargo cargo,negative
478,@andioktaviano7235,2023-09-13T11:10:22Z,"Para pengedar narkotika persiapkan diri dengan hukuman mati.<br>Bagi para pengguna narkotika persiapkan diri bertempat tinggal dalam ruang tahanan orang, tindak didalam penjara sesuai hukum yang berlaku.<br>Demi memperbaiki generasi masa depan menjadi lebih baik, menjalani aktivitas hidup bekerja tanpa menggunakan narkotika.",peedar narkotika siap hukum mati guna narkotika siap tempat tinggal ruang tahan tindak dalam penjara sesuai hukum laku baik generasi jalan aktivitas hidup narkotika,negative
479,@hermannurdin2779,2023-09-12T22:54:56Z,"Kepolisian Republik Indonesia,walau tak luput dari kekurangan nya.Namun banyak sekali hasil perjuangan nya yang menyumbangkan hasil kenegara,salut nya angota²bukkam satu suara.tidak koar² perperson.Mantab",polisi republik indonesia luput kurang hasil juang sumbang hasil negara salut angota bukkam suara koar person mantab,positive
480,@fajarajalah3319,2023-09-14T14:50:55Z,"Yg jelas yg bisnis itu bukan orang biasa,<br>Yg jelas ada di dalam pemerintah dan para pejabat tinggi negara,<br>Walau di gembar gembor kan di publik,<br>Yg jelas akan lolos dari hukum di negri ini,<br>Paham dan sudah biasa kan hukum di negara ini,<br>Ke banyakan sekenario di depan publik saja,<br>Agar di anggap pejabat hukum di negara ini wah, atau hebat,<br>Pedahal akan lolos juga.",bisnis perintah jabat tinggi negara gembar gembor publik lolos hukum negri paham hukum negara banyak sekenario publik anggap jabat hukum negara hebat pedahal lolos,negative
481,@fauzi7934,2023-09-12T23:04:24Z,"NKRI jdi salah satu tujuan utama narkoba,jngan smpai aparat lemah apa lgi smpai terlibat.",nkri jadi salah tuju utama narkoba jngan smpai aparat lemah lagi smpai libat,negative
482,@saharudinhjawang9833,2023-09-18T09:19:32Z,Musuh nombor satu.. korupsi dan narkoba.hancur nya negara kerana korupsi musnah nya anak bangsa kerana narkoba..,musuh nomor korupsi narkoba hancur negara karena korupsi musnah anak bangsa karena narkoba,negative
483,@hodygosal2388,2023-09-13T00:21:37Z,kalo saya jadi polisi... kl yg dagang narkoba dikit2 saya penjarakan.. kl yg dagang jumlah besar.. saya lepaskan.. tp habiskan dulu itu semua narkoba yg kedapatan<br>. suruh telan semua.. baru lepaskan saja..,polisi dagang narkoba dikit penjara dagang lepas tapi habis narkoba dapat suruh telan lepas,negative
484,@RLubis01,2023-09-15T14:34:15Z,W heran sama pengedar narkoba uang udah banyak tapi masih jual narkoba???..padalan uang nya banyak tinggal menikmattin hidup dengan enak tapi masih jual narkoba aja...aneh tapi nyata,heran peedar narkoba uang sudah jual narkoba padalan uang tinggal menikmattin hidup jual narkoba aja aneh,negative
485,@user-sb3rh9ql6i,2023-09-18T00:17:09Z,"Sepandai-pandainya menyimpan bangkai pasti suatu saat akan tercium juga. Begitu juga dng kejahatan penjualan narkoba, serapi apa pun kalian melakukan bisnis haram ini, toh akhirnya ketahuan juga. Semoga proses hukum akan dijatuhkan seberat-seberatnya kepada para pelaku.hukum mati utk para pelakunya biar memberikan efek jera kepada para pelaku bisnis narkoba yg belum ketahuan dan blm tertangkap.",pandai pandai simpan bangkai cium dng jahat jual narkoba serap bisnis haram tahu moga proses hukum jatuh berat berat laku hukum mati untuk laku biar efek jera laku bisnis narkoba tahu blm tangkap,negative
