komentar,label,komentar_preprocessing
@DishubBekasi @pemkotbekasi mau sampai kapan nih jalanan sekitar stasiun kayak gini? @gojekindonesia @GrabID gimana nih pengawasan mitranya?,negative,dishubbekasi pemkotbekasi jalan stasiun kayak gin gojekindonesia grabid gimana awas mitra
"Harusnya sih paham, hehe. Pasti dia ngeliat tiap hari. Intinya satu, @gojekindonesia kudu benahi sistem terkait pelaporan. Kroscek dulu driver & cust, jangan selalu memihak cust karena sering juga cust-nya yang salah.",negative,paham hehe ngeliat inti gojekindonesia kudu benah sistem kait lapor kroscek driver cust cust cust salah
"Pertarungan @GrabID dan @gojekindonesia semakin memanas sodara-sodaraaah! Namanya juga bisnis, ye gak? 😌😜
#grab #gojek #ojol #goviet #vietnam #indonesia #antingaret #lambeojol pic.twitter.com/XpGO0zRrKb",negative,tarung grabid gojekindonesia panas sodara sodaraaah nama bisnis ye gak grab gojek ojol goviet vietnam indonesia antingaret lambeojol pic twitter com
"Sama aja kaya di @GrabID gak konfitmasi dulu ke driver kmrin gw kena suspend 3 hari ,komplain makanan gak sampai",negative,aja kaya grabid gak konfitmasi driver kmrin suspend komplain makan gak
padahal yo kerjo ng mekdi. emang ga tau weruh ojol ngantrine kek piye?,negative,yo kerjo ng mekdi emang tidak tau weruh ojol ngantrine kek piye
"Entah gimana @gojekindonesia ngevaluasi masalah kayak gini. Masa tiap ada kasus, gak kroscek dulu ke driver & ujug2 suspend, nerima aja laporan mentah dari customer. Rasanya, customer diperlakukan bak Tuhan.",negative,gimana gojekindonesia ngevaluasi kayak gin gak kroscek driver ujug suspend nerima aja lapor mentah customer customer laku bak tuhan
"Hai, untuk menindaklanjuti prihal tersbut, bisa diinfokan nomor order Anda yg terkendala via DM, agar bisa kami proses lebih lanjut ya. Tks^Ari",negative,menindaklanjuti prihal tersbut info nomor order kendala via dm proses tks ari
"Gak aku aja hari ini dapet driver gojek goblok gak bisa baca maps dan keterangan di alamat, bos aku pun. Kenapa akhir2 ini servis gojek jadi menurun ya? @gojekindonesia  pic.twitter.com/T3atUnhzEm",negative,gak aja dapet driver gojek goblok gak baca maps terang alamat bos akhir servis gojek turun gojekindonesia pic twitter com
"Soal lama atau gaknya driver nganter makanan, gak sepenuhnya dikendalikan driver karena pelayanan di setiap resto beda-beda, ada yang cepet, ada juga yang lama banget. Di tempat Mbak ini kerja juga gak selalu cepet pelayanannya.

@gojekindonesia ya aneh. Driver selalu salah 😅  https://twitter.com/tanya2rl/status/1166973854272458752 …",negative,gak driver nganter makan gak sepenuh kendali driver layan resto beda beda cepet banget mbak gak cepet layan gojekindonesia aneh driver salah
"Maunya @gojekindonesia dan @GrabID bikin feature buat mitranya tau kualitas calon penumpang, misalkan kasih tau kalau dia sudah verified (by gopay atau ovo) biar mereka ngerasa nyaman kalau ke daerah daerah sepi.",negative,mau gojekindonesia grabid bikin feature mitra tau kualitas calon tumpang kasih tau verified by gopay ovo biar rasa nyaman daerah daerah sepi
"Kelemahan sistem @gojekindonesia yg ga langsung kroscek 2 belah pihak

Ada customer bikin fitnah komen ""saya tidak dipickup/makanan tidak sampai"",  akun driver langsung suspend

Meski ada fitur banding, tetep butuh waktu proses bukanya. sehari driver off dapur rumahnya ga ngebul  https://twitter.com/tanya2rl/status/1166973854272458752 …",negative,lemah sistem gojekindonesia tidak kroscek belah customer bikin fitnah komen dipickup makan akun driver suspend fitur banding tetep butuh waktu proses buka hari driver off dapur rumah tidak ngebul
"Maaf ya mba numpang.
Min aku abis isi saldo gopay di atm kok ngga masuk2 ya? @gojekindonesia",negative,maaf mba numpang min habis isi saldo gopay atm masuk gojekindonesia
"Hai, mohon maaf atas ketidaknyamanan Anda. Agar dapat ditindaklanjuti mohon informasikan nomor telepon Anda yang terdaftar dan screenshot kendala Anda melalui DM ya. Tks^fzy",negative,maaf ketidaknyamanan ditindaklanjuti informasi nomor telepon daftar screenshot kendala dm tks fzy
"@gojekindonesia hallo min, checkout di aplikasi The F Thing dan pembayaran pake gopay kok ga dapet cashback ya?",negative,gojekindonesia min checkout aplikasi the thing bayar pake gopay tidak dapet cashback
Tadi dikabarin diganti 100% dan nasinya utk bapaknya 😊 Gak habis pikir ya ada org yg mau meluangkan waktu utk ngerjain org. Dosa dia tuh menghambat rezeki dua org,negative,dikabarin ganti nasi untuk bapak gak habis pikir orang luang waktu untuk ngerjain orang dosa hambat rezeki orang
"Hai, untuk menindaklanjuti prihal tersbut, bisa diinfokan nomor tlp, alamat email yg terdaftar dan alasan Anda ingin menghapus akun via DM. Tks^Ari",negative,menindaklanjuti prihal tersbut info nomor tlp alamat email daftar alas hapus akun via dm tks ari
@gojekindonesia mohon maaf saya ingin menghapus akun gojek saya apakah bisa? Saya tidak bisa menghapusnya sendiri karena sudah terlanjur ter log out dari akun saya yang lama sebelum sempat menghapusnya. terima kasih,negative,gojekindonesia maaf hapus akun gojek hapus lanjur ter log out akun hapus terima kasih
@gojekindonesia min tadi aku mau bayar pake gopay katanya pinnya salah trs. Udh diganti waktu mau bayar lagi masih sama salah pin mulu. Knp ya,negative,gojekindonesia min bayar pake gopay pin salah terus sudah ganti waktu bayar salah pin mulu kenapa
"Iya emang bisa diganti kak sama pihak gojek,,tp ga semuanya..klo ga salah cuma 50% aja dulu...tp ga tau skrang...klo grab siih 100% diganti...kasian drivernya klo kena order fiktif apalagi yg habisnya lumayan banyak...",negative,iya emang ganti kak gojek tapi tidak tidak salah aja tapi tidak tau sekarang grab siih ganti kasi driver order fiktif habis lumayan
"Saya belanja produk gopay di alfacard dan melakukan pembayaran dengan gopay, tapi cashbacknya gak ada masuk. @alfacartID @alfamart @gojekindonesia @gopayindonesia pic.twitter.com/dGONgit6zW",negative,belanja produk gopay alfacard bayar gopay cashback gak alfacartid alfamart gojekindonesia gopayindonesia pic twitter com
"@gojekindonesia Halo, min! Beberapa minggu yg lalu saya mengganti alamat e-mail untuk akun go-jek saya, tapi terkadang masih ada pesan dari go-jek yg masuk ke alamat e-mail lama saya. Gimana supaya e-mailnya masuk ke alamat e-mail yg baru saja? Thank you.",negative,gojekindonesia min minggu ganti alamat mail akun go jek terkadang pesan go jek alamat mail gimana mail alamat mail thank you
"@gojekindonesia hai gojek akun saya diblokir dan sdh diaktifkan kembali, tapi ga bisa dipake buat pesan go ride.....trus yg aktif apanya dong",negative,gojekindonesia gojek akun blokir sudah aktif tidak dipake pesan go ride terus aktif apa
"Kalo gua sih pake grab buat pesen makan, gojek buat ngojek, tapi dari kemaren gua dapet vocer dari gojek maksimal potongan 5k terus, jadi kembali ke angkot wkwkwkk @GrabID @gojekindonesia",negative,saya pake grab sen makan gojek ngojek kemaren saya dapet vocer gojek maksimal potong angkot wkwkwkk grabid gojekindonesia
"Hai Cahyo, mohon maaf atas ketidaknyamanan Anda. Agar dapat ditindaklanjuti mohon informasikan nomor order dan nomor telepon Anda melalui DM ya. Tks^fzy",negative,cahyo maaf ketidaknyamanan ditindaklanjuti informasi nomor order nomor telepon dm tks fzy
"DEAR @gojekindonesia 

I think your admin ga ngerti apa maksud DM saya. When I send DM using bahasa Indonesia, the reply is veeeeeeerrrrrry SLOW. but it's different if it's in ENGLISH. 

WHEN it's in English, your admin doesn't understand the message.",negative,dear gojekindonesia think your admin tidak ngerti dm when send dm using bahasa indonesia the reply is veeeeeeerrrrrry slow but it different if it in english when it in english your admin doesn understand the message
"@gojekindonesia min unsuspend akunku dong😭 Perasaan nggak ngapa-ngapain dah tapi kok malah di suspend😭 udah seminggu lebih min, kemarin katanya dm email sama nomor hp tapi sampe skrg blm bener asdfghjkl mau nangis aja lah😭😭",negative,gojekindonesia min unsuspend akun asa nggak ngapa ngapain suspend sudah minggu min kemarin dm email nomor hp sampai sekarang blm bener asdfghjkl nang aja
@gojekindonesia kakak saya topup go pay dari atm bank mandiri..dan dinyatakan berhasil.dan ada strucknya..tp go pay saya tidak bertambah..mohon segera di proses..,negative,gojekindonesia kakak topup go pay atm bank mandiri nyata hasil struck tapi go pay tambah proses
"@gojekindonesia tolong ditindak lanjuti, saya pesen makanan sudah menunggu kurg lebih 30 menit ttp driver juga tidak sampai2 di RESTORAN dan malah MENJAUH dr titik restoran ,Saya coba chat 3x dan tlp tidak ada respon dr driver juga. saya diamkan saja orde",negative,gojekindonesia tolong tindak lanjut sen makan tunggu kurg menit ttp driver sampai restoran jauh dr titik restoran coba chat tlp respon dr driver diam orde
"@gojekindonesia ini kenapa yah susah amat nyari driver, udah 10 menitan gini terus.  pic.twitter.com/UvfxybZtY5",negative,gojekindonesia yah susah nyari driver sudah menit gin pic twitter com uvfxybzty
Mohon maaf atas ketidaknyamanan Anda. Perihal keluhan Anda akan kami tindakalnjuti dan sebagai evaluasi untuk peningkatan pelayanan ke depannya ya. Tks^fzy,negative,maaf ketidaknyamanan perihal keluh tindakalnjuti evaluasi tingkat layan depan tks fzy
"@gojekindonesia min,bagaimana melihat orderan yg d cancel sm driver?sy udh tggu tp malah d cancel sm drivernya",negative,gojekindonesia min order cancel driver saya sudah tggu tapi cancel driver
"@GrabID teach some manners to your drivers, will you? He did not want to cancel.
I am going home with @gojekindonesia because of this.  pic.twitter.com/7aZSWxHPvT",negative,grabid teach some manners to your drivers will you he did not want to cancel am going home with gojekindonesia because of this pic twitter com azswxhpvt
"Hai, mohon maaf atas ketidaknyamanan Anda. Agar dapat ditindaklanjuti mohon informasikan nomor order dan nomor telepon Anda melalui DM ya. Tks^fzy",negative,maaf ketidaknyamanan ditindaklanjuti informasi nomor order nomor telepon dm tks fzy
"Hai, mohon maaf atas ketidaknyamanan Anda. Agar dapat ditindaklanjuti mohon informasikan nomor order dan nomor telepon Anda melalui DM ya. Tks^fzy",negative,maaf ketidaknyamanan ditindaklanjuti informasi nomor order nomor telepon dm tks fzy
"Hai, mohon maaf atas ketidaknyamanan Anda. Agar dapat ditindaklanjuti mohon informasikan nomor telepon dan email Anda yang terdaftar melalui DM ya. Tks^fzy",negative,maaf ketidaknyamanan ditindaklanjuti informasi nomor telepon email daftar dm tks fzy
"Hai, mohon maaf atas ketidaknyamanan Anda. Silakan follow dan DM kami agar kami dapat menindaklanjuti keluhan Anda. Informasikan pula apakah pesanan Anda sudah Anda terima? Tks^Jhn",negative,maaf ketidaknyamanan sila follow dm menindaklanjuti keluh informasi pesan terima tks jhn
"Hai, mohon maaf atas ketidaknyamanannya. Bisa diinformasikan nomor order yang terkendala via DM? agar dapat kami proses lebih lanjut. Tks^Jhn",negative,maaf ketidaknyamanan informasi nomor order kendala via dm proses tks jhn
"skrng mau nanya
PRESIDEN 
kita mana negara di hina negara miskin
gojek di hina Yo lah bisa di maklumi ni negara cuyyyyy",negative,sekarang na presiden negara hina negara miskin gojek hina yo maklum negara cuyyyyy
"@gojekindonesia min, saya isi saldo gopay via atm mandiri kok ga masuk ya saldonya ke akun???",negative,gojekindonesia min isi saldo gopay via atm mandiri tidak saldo akun
"sumpah kenapa @gojekindonesia parah bgt sih. gue udah 5x cancel orderan karna selalu nyangkut sama driver yg jauh bgt sampe 5km jauhnya, tp saldo gopay gue kepotong terus.",negative,sumpah gojekindonesia parah sangat saya sudah cancel order karena nyangkut driver sangat sampai km jauh tapi saldo gopay saya potong
"Hai, pastikan internet Anda stabil ya. Apabila belum berhasil silakan mencoba melakukan force close pada aplikasi Gojek Anda dengan cara hapus file sementara (clear cache) yang tersimpan di memori internal, kemudian buka kembali aplikasi Gojek Anda ya. Tks^Jhn",negative,pasti internet stabil hasil sila coba force close aplikasi gojek hapus file clear cache simpan memori internal buka aplikasi gojek tks jhn
"Hai, untuk lebih lanjut silakan mengirimkan email beserta data Anda ke customerservice@go-jek.com dengan menggunakan alamat Email yg terdaftar pada akun Gojek Anda ya. Terima kasih ^fzy",negative,sila kirim email serta data customerservice go jek com alamat email daftar akun gojek terima kasih fzy
"Hai, mohon maaf atas ketidaknyamanannya. Bisa diinformasikan nomor order yang terkendala via DM? agar dapat kami proses lebih lanjut. Tks^Jhn",negative,maaf ketidaknyamanan informasi nomor order kendala via dm proses tks jhn
"Hai, apabila Anda mengalami kendala untuk layanan GoSend via Shopee silakan Anda melakukan konfirmasi ke pihak Shopee terlebih dahulu di (021) 39500300 atau support@shopee.co.id agar dapat kami proses lebih lanjut. Tks^Jhn",negative,alami kendala layan gosend via shopee sila konfirmasi shopee support shopee co id proses tks jhn
"Hai, mohon maaf atas ketidaknyamanan Anda. Agar dapat ditindaklanjuti mohon informasikan nomor telepon dan email Anda yang terdaftar melalui DM ya. Tks^fzy",negative,maaf ketidaknyamanan ditindaklanjuti informasi nomor telepon email daftar dm tks fzy
@gojekindonesia dear admin GI udh 2 hari ini orderan masuk seperti biasa tapi kenapa point blm msk ya?  pic.twitter.com/MLHagYhXTC,negative,gojekindonesia dear admin gi sudah order point blm msk pic twitter com mlhagyhxtc
"Hai, Mohon maaf atas kendalanya. Dapat kami informasikan bahwa rute perjalanan yang tercantum pada aplikasi Gojek mengacu pada Google Maps. Silakan melakukan pengaturan pada GPS Anda menggunakan mode akurasi tinggi ya. Tks^Jhn",negative,maaf kendala informasi rute jalan cantum aplikasi gojek acu google maps sila atur gps mode akurasi tinggi tks jhn
"@gojekindonesia @gopayindonesia 
No offense but di isiin gopay secara tiba-tiba di hari Gopay Payday jadi bisa ikut rasain cashback nya would actually sucks! pic.twitter.com/fCAVyZrcbK",negative,gojekindonesia gopayindonesia no offense but isiin gopay gopay payday rasain cashback would actually sucks pic twitter com fcavyzrcbk
"@gojekindonesia saya mau tanya, saya pesan barang via shopee dgn jasa gosend same day dan setelah dilacak tertulis enroute drop, itu maksudnya apa ya?",negative,gojekindonesia pesan barang via shopee dengan jasa gosend same day lacak tulis enroute drop maksud
"@gojekindonesia selamat malam, bakun gojek saya masih pakai nomor lama email saya masih nempel disitubsaya gabisa bikin akun pakai nomer baru itu gimana ya",negative,gojekindonesia selamat malam bakun gojek pakai nomor email nempel disitubsaya gabisa bikin akun pakai nomer gimana
"Entah gw doang apa gmn tapi kenapa ya rute nya suka diputerin jd jauh bgt padahal bisa lurus (see red line), ini kondisi normal, gada macet/accident ujuk2 jarak jd 10km yg sbnrnya hanya 3,5km.
Pls advise??? @gojekindonesia  pic.twitter.com/X76i5QucSn",negative,doang rute suka diputerin sangat lurus see red line kondisi normal gada macet accident ujuk jarak sbnr km pls advise gojekindonesia pic twitter com
@gojekindonesia @myXLCare ini knp ya ? udh dari pagi gbs login trs.. gadikirim code nya halo ? pic.twitter.com/sTT4A9z6Zs,negative,gojekindonesia myxlcare kenapa sudah pagi gbs login terus gadikirim code pic twitter com
"Kecacatan sistem @gojekindonesia ga sinkron gps ama komentnya

Maknya lagi pada marak di DM uang @gopay dan ovo minta di balikin dengan embel embel.makanan/orang/ride ga sampe 

Khusus @grabid JUGA

@kejO_Online w kalo kritik ama aplikator emang pedes karena banyak mafianya https://twitter.com/tanya2rl/status/1166973854272458752 …",negative,cacat sistem gojekindonesia tidak sinkron gps ama koment mak marak dm uang gopay ovo balikin embel embel makan ride tidak sampai grabid kejoonline kritik ama aplikator emang pedes mafia
"Hai, kami mohon maaf atas kendala yg Anda alami, terkait prihal tersbut silakan mematikan fitur GPS di ponsel Anda kemudian menyalakannya kembali ya. Tks^Ari",negative,maaf kendala alami kait prihal tersbut sila mati fitur gps ponsel nyala tks ari
"@gojekindonesia ppu skrg udh jadi ibu kota nih, gak mau hadirkan gojek disini? banyak jiwa jiwa mageran disini. karna perantauan pak :"")",negative,gojekindonesia ppu sekarang sudah kota gak hadir gojek jiwa jiwa mageran karena rantau
"Hai, mohon berhati-hati terhadap pihak luar mengatasnamakan Gojek untuk mendistribusikan voucher GoPay atau meminta data pribadi Anda. Pastikan tdk memberikan kode verifikasi kpd siapapun yg meminta. Info lengkap klik  https://www.go-jek.com/blog/jaga-kerahasiaan-kode-verifikasi-go-jekmu/ …. Tks^Ari",negative,hati hati mengatasnamakan gojek distribusi voucher gopay data pribadi pasti tidak kode verifikasi kpd info lengkap klik tks ari
"@gojekindonesia tolong dong, bug kaya gini dibenerin... Trus juga tiap mau ketik alamat di GOSEND selalu error sendiri.  pic.twitter.com/KwRd4Chv0H",negative,gojekindonesia tolong bug kaya gin dibenerin terus ketik alamat gosend error pic twitter com
"@gojekindonesia min, nanya, knp gak sistem anda tdk bs mendapatkan driver yg lbh dekat dg posisi customer? Pdhl di sekitar sy order, byk gojek lainnya standby tp dapetnya yg jauh, shg putar balik.
Jd, bukanya cepat sampai, tp lama sampai juga.
@gojektech ",negative,gojekindonesia min na kenapa gak sistem tidak driver lbh dengan posisi customer saya order byk gojek standby tapi dapet sehingga putar buka cepat tapi gojektech
"Tadi pesen GoFood dan makanan ga lengkap. Terus saya ngasih bintang 4 dan komen ""pak makanan saya ketinggalan 1"". Terus beberapa jam kemudian gojeknya nelfon katanya beliau di telfon restonya, makanannya ketinggalan 1. Itu nanti kenapa2 ga min @gojekindonesia ?",negative,sen gofood makan tidak lengkap ngasih bintang komen makan tinggal jam gojek nelfon beliau telfon resto makan tinggal kenapa tidak min gojekindonesia
"Hai, mohon berhati-hati terhadap pihak luar mengatasnamakan Gojek untuk mendistribusikan voucher GoPay atau meminta data pribadi Anda. Pastikan tdk memberikan kode verifikasi kpd siapapun yg meminta. Info lengkap klik  https://www.go-jek.com/blog/jaga-kerahasiaan-kode-verifikasi-go-jekmu/ …. Tks^Ari",negative,hati hati mengatasnamakan gojek distribusi voucher gopay data pribadi pasti tidak kode verifikasi kpd info lengkap klik tks ari
"@gojekindonesia apakah benar ini nomor dari cs-nya gojek? Tentu bukan pastinya, dia menanyakan data tentang akun gojek saya memastikan nomor yg saya pakai diakun padahal belum pernah topup & saldo 0, untuk apa dia mau nipu saya? Karna saya bete dipanggil ",negative,gojekindonesia nomor cs gojek pasti data akun gojek nomor pakai akun topup saldo nipu karena bete panggil
"@gojekindonesia hai min, td orderan gofood saya smpat ngalamin miskomunikasi sama drivernya. Skrg drivernya kena suspend, gimana caranya saya bsa bantu drivernya biar akunnya aktif lagi? Krna ini murni miskomunikasi saja. Thx.",negative,gojekindonesia min td order gofood smpat ngalamin miskomunikasi driver sekarang driver suspend gimana bisa bantu driver biar akun aktif karena murni miskomunikasi thx
@gojekindonesia min td sy udah topup tp belum verifikasi akun gopaynya. Saldonya gabakal masuk ya? :(,negative,gojekindonesia min td saya sudah topup tapi verifikasi akun gopay saldo gabakal
"Menolong sesama anak Bangsa.
Gak perlu nanya :
~ Apa agamamu
~ Siapa Tuhanmu
~ Dimana Kiblatmu

Karena kita bukan malaikat..
Kita hanya makhluk ciptaan - NYA.
Sama.",negative,tolong anak bangsa gak na agama tuhan mana kiblat malaikat makhluk cipta
"Ini foto nomernya, hati2 aja ya. Dan ingat pihak GOJEK pun bilang jangan pernah kasih tau kode verifikasi yg masuk ke hp mu bahkan orang yang ngaku dari pihak gojek. Karena kalo kamu kasih mereka bsa login ke akunmu.
Mohon bantuannya @gojekindonesia  pic.twitter.com/yKFITZoa56",negative,foto nomer hati aja gojek bilang kasih tau kode verifikasi hp mu ngaku gojek kasih bisa login akun bantu gojekindonesia pic twitter com
@radityadika @radenrauf @GrabID @gojekindonesia @Prambors @ardhitoprmn @maikrolet @wiranagara @ndorokakung @fajarnugros @jayakabajay @pamunqkas @adelladellaide @adhityamulya,negative,radityadika radenrauf grabid gojekindonesia prambors ardhitoprmn maikrolet wiranagara ndorokakung fajarnugros jayakabajay pamunqkas adelladellaide adhityamulya
"Hai Listianaari, untuk lebih lanjut silakan sampaikan keluhan Anda melalui email ke driversupport@go-jek.com dan mohon menungu konfirmasinya ya. Tks^fzy",negative,listianaari sila keluh email driversupport go jek com tungu konfirmasi tks fzy
"Emangnya anda pikir gojek tuh punya siapa?🤣🤣🤣...cari berita dengan kakimu, nilai dengan matamu,tutup kupingmu agar terhindar dr hoax🤣🤣",negative,emang pikir gojek cari berita kaki nilai mata tutup kuping hindar dr hoax
"Hai, agar dapat kami melakukan pengecekan lebih lanjut, bisa diinfokan nomor tlp Anda dan alamat email yg terdaftar via DM. Tks^Ari",negative,kece info nomor tlp alamat email daftar via dm tks ari
"@gojekindonesia min, kenapa ya akun gojek driver sy jd sepi order begini ? padahal biasanya normal2 saja. udah dibuat muter2, nyari spot2 rame tp ttp tidak dapat orderan. apakah ada ulasan yg kurang baik dr customer terhadap sy ?",negative,gojekindonesia min akun gojek driver saya sepi order normal sudah muter nyari spot rame tapi ttp order ulas dr customer saya
"Hi Ara, could you inform the order number through DM? Thanks^yni",negative,hi ara could you inform the order number through dm thanks yni
"Teorinya sih gitu, merchant bareng driver yg lapor barengan kan.
Emang gembel tuh yg fiktif² gtu, harusnya suspend aja. Kecuali kalo gojek tkt kalah sama pesaing jadi tkt matiin akun customer.",negative,teori gitu merchant bareng driver lapor bareng emang gembel fiktif gtu suspend aja kecuali gojek tkt kalah saing tkt matiin akun customer
"DEAR @gojekindonesia 

why do I always get a driver that is very far from the packet pickup?",negative,dear gojekindonesia why do always get driver that is very far from the packet pickup
"@gojekindonesia kemarin saya order gojek dengan no GK-212808470, di kirim dengan gosend sameday, paket belom saya terima tapi status sudah di klik di kirim oleh driver. Tlg di bantu, thank you",negative,gojekindonesia kemarin order gojek no tidak kirim gosend sameday paket bom terima status klik kirim driver tlg bantu thank you
"Kalo ada oknum malasyia kritik.soal pembangunan dan transportasi biarin aja biar sebgai pemecut pemerintah perbaikin blueprint nya

Jangan close minded",negative,oknum malasyia kritik bangun transportasi biarin aja biar sebgai pecut perintah perbaikin blueprint close minded
"Baca forum minimal skyscrapercity viar ada gambaran penanganan indonesia vs malasyia di jaman kemerdekaan sampe skrng

Di indonesia angkot id vs angkot my level nya beda

Ini angkoy my pic.twitter.com/6AZQSC50yf",negative,baca forum minimal skyscrapercity viar gambar tangan indonesia vs malasyia jaman merdeka sampai sekarang indonesia angkot id vs angkot my level beda angkoy my pic twitter com
Ini bukti yang gagak. Udah gw email jg ke admin bangsat nikolas bima ya kalo ga namanya. Balas tetap suruh ngerekam pembicaraan ke xl dulu. Sarap pic.twitter.com/V0Y5SNSyl6,negative,bukti gagak sudah email juga admin bangsat nikolas bima tidak nama balas suruh ngerekam bicara xl sarap pic twitter com
Enak aja malah suruh telp ke xl sendiri trs ngerekam dan kirim bukti rekaman pembicaraan ke dia. Bangsat,negative,aja suruh telp xl terus ngerekam kirim bukti rekam bicara bangsat
Di halte MRT dukuh atas.. pas banget komplain langsung ada. Tapi lumayan 40 menit terbuang. Semoga ke depan waktu keberangkatannya jelas. 😂,negative,halte mrt dukuh pas banget komplain lumayan menit buang moga waktu berangkat
"Gw transaksi kuota xtra combo
No hp yg sama.

Order id 152393314
Sn 170845201908279732140000020000
Sukses masuk

Order id 151960800
Sn 90826000021011
KAGAK MASUK yg ini payfazz ga tanggung jawab",negative,transaksi kuota xtra combo no hp order id sn sukses order id sn kagak payfazz tidak tanggung
"Emang beneŕ kritiknya pedes kok soal tata ruang n jalan dan transportasi

Harusnya emang kite yang geleng geleng kepala",negative,emang bene kritik pedes tata ruang jalan transportasi emang kite geleng geleng kepala
"Hai, mohon maaf atas ketidaknyamanan Anda. Agar dapat ditindaklanjuti mohon informasikan nomor telepon dan email Anda yang terdaftar melalui DM ya. Tks^fzy",negative,maaf ketidaknyamanan ditindaklanjuti informasi nomor telepon email daftar dm tks fzy
"Dapet penumpang gocar @gojekindonesia dr sekolah daerah cikeas, bilangnya pengajar. Minta mampir"" gw karenina, gw tungguin sabar. Pas udah sampe tujuan hanya bilang ""Udah pake gopay ya"".. gak bisa tambahin ucapan terimakasih gitu ?",negative,dapet tumpang gocar gojekindonesia dr sekolah daerah cikeas bilang ajar mampir karenina tungguin sabar pas sudah sampai tuju bilang sudah pake gopay gak tambahin ucap terimakasih gitu
"jek @gojekindonesia kalo saya udah nuker point gopay dengan point Ponta, tapi point Ponta nya ga masuk juga ke akun saya, nanya nya kemana nih kak? @PontaID",negative,jek gojekindonesia sudah nuker point gopay point ponta point ponta tidak akun na mana kak pontaid
"@gojekindonesia saya mau ganti pin gopay. Namun ada kendala saat verivikasi melalui sms karna nomor hp sudah tidak aktif, apakah ada solusi?",negative,gojekindonesia ganti pin gopay kendala verivikasi sms karena nomor hp aktif solusi
"@gojekindonesia halo, tadi saya dapet wa sama telfon terkait menang 2 juta. ini bukan dari pihak gojek asli kan kak?  pic.twitter.com/9WaRJIMLxV",negative,gojekindonesia dapet wa telfon kait menang juta gojek asli kak pic twitter com warjimlxv
"Hak konsumen menilai, hak driver protes karena komplain tidak sesuai, harus ada sistem yg lebih baik agar tidak mentah-mentah seperti ini @gojekindonesia  https://twitter.com/tanya2rl/status/1166973854272458752 …",negative,hak konsumen nilai hak driver protes komplain sesuai sistem mentah mentah gojekindonesia
"Hai, kami informasikan pemesanan pada layanan GoBox hanya dapat dilakukan di hari yang sama. Agar dapat ditindaklanjuti mohon informasikan nomor ordernya via DM ya. Tks^fzy",negative,informasi mesan layan gobox ditindaklanjuti informasi nomor order via dm tks fzy
"Halo @gojekindonesia, saya update ke versi apps trbaru, malah jdi tidak bisa memesan goride, gocar, dan gosend ya. Begini gambarnya. Mohon dibantu..  pic.twitter.com/mvQam8MfzN",negative,gojekindonesia update versi apps trbaru jadi mes goride gocar gosend gambar bantu pic twitter com
"Agak tdk fair!! 
Chalenge @gojekindonesia 
Hanya ut 1000 org pertama
Dan CS/ customer sm skali tdk tau brp sisa kuota.  pic.twitter.com/KR36CyDhQ4",negative,tidak fair chalenge gojekindonesia ut orang cs customer skali tidak tau brp sisa kuota pic twitter com
"Itu akibat kalau politisi kita tidak menghargai bangsanya, jadi dasar pengusaha malaysia menghina pic.twitter.com/5Uq8g855kc",negative,akibat politis harga bangsa dasar usaha malaysia hina pic twitter com
@gojekindonesia saya mau complain. Saya sering pakai go-food untuk pesan makanan. Hari ini saya pesan dari salah satu rumah makan dan saya ditelfon oleh driver gojek menginformasikan bahwa tempat itu sudah ditutup. Tapi RM nya masih terdaftar bahkan memil,negative,gojekindonesia complain pakai go food pesan makan pesan salah rumah makan ditelfon driver gojek informasi tutup rm daftar mil
"Hai, mohon maaf atas ketidaknyamanan Anda. Agar dapat ditindaklanjuti mohon informasikan nomor telepon Anda yang terdaftar dan screenshot voucher yang Anda gunakan melalui DM ya. Tks^fzy",negative,maaf ketidaknyamanan ditindaklanjuti informasi nomor telepon daftar screenshot voucher dm tks fzy
"Itu nomornya udah saya cantumkan, kali aja ada yg berniat menindak, bukan dibiarkan aja, bela diri itu memang olah raga asli Indonesia ternyata",negative,nomor sudah cantum aja niat tindak biar aja bela olah raga asli indonesia
"bisa dijelasin gak ya @gojekindonesia 
kan pakai vouchernya potongan 8000 tapi yang terpotong cuma 5.500?? dan itu harga promo 12.500 kok pas di estimasinya masih harga sebelum promo?? gimana nih??  pic.twitter.com/ScknAnyz2k",negative,dijelasin gak gojekindonesia pakai voucher potong potong harga promo pas estimasi harga promo gimana pic twitter com
"Order fiktif mba gara gara dia aku harus ikutan ngurus ke @gojekindonesia krn pak drivernya takut dapet suspend 
Kronologinya dia pesen dan dichat ga dibales di wa ceklis kaya gitu aja  dan alamat orderannya palsu ternyata",negative,order fiktif mba gara gara ikut ngurus gojekindonesia karena driver takut dapet suspend kronologi sen dichat tidak dibales wa ceklis kaya gitu aja alamat order palsu
temen gue bisa beli ini 2x kok gue cuma bisa 1x sih. totalnya dia dapet 32 voucher :(((( @gojekindonesia  pic.twitter.com/1ajVoXnjb0,negative,temen saya beli saya total dapet voucher gojekindonesia pic twitter com ajvoxnjb
"Hai, perihal tersebut silakan informasikan nomor telepon dan e-mail Anda yang terdaftar via DM ya. Tks^Jhn",negative,perihal sila informasi nomor telepon mail daftar via dm tks jhn
