nama_akun,tanggal_komentar,komentar,komentar_preprocessing,label
transbjn,2023-09-13T02:12:49Z,siap succed g20 pln summit penargetan relokasi pltg grati bali selesai akhir Oktober,succed   pln summit target relokasi pltg grati bal selesai oktober,positive
AhmadBadaru212,2023-09-13T05:43:56Z,Summit G20 Indonesia Bali Memperkenalkan Kebijaksanaan Budaya Indonesia Gorontalo G20indonesia Recovertogerrecoverstronger G20indonesia2022 Groupoftwentyindonesia,summit   indonesia bal kenal bijaksana budaya indonesia gorontalo   recovertogerrecoverstronger       groupoftwentyindonesia,positive
PDI_Perjuangan,2023-09-19T11:45:34Z,Gunhar Mendorong Ratifikasi EBT RUU G20 KTT Bali Anggota Perwakilan DPR.,gunhar dorong ratifikasi ebt ruu   k bal anggota wakil dpr,positive
nengyanti3007,2023-09-13T03:36:00Z,Pemerintah pasti hotel bali siap sambut g20 g20indonesia recovertogerrecoverstronger g20indonesia2022 groupoftwentyindonesia java barat,perintah hotel bal sambut     recovertogerrecoverstronger       groupoftwentyindonesia java barat,positive
BTerampil,2023-10-12T00:00:23Z,Stasiun Energi Hijau Ges Ready Serve G20 Summit Delegasi Bali November 2022 Kendaraan Kendaraan G20 Aktivitas Sebagian besar menggunakan kendaraan energi ramah lingkungan yang memberi energi pada Anda gespertamindukungung20,stasiun energi hijau ges ready serve   summit delegasi bal november     kendara kendara   aktivitas kendara energi ramah lingkung energi  ,positive
SafiraTritania,2023-09-16T04:59:30Z,Indonesia Great Welcome Pertamina's Renewable New Energy Mempersiapkan Stasiun Energi Hijau Mendukung KTT G20 Bali,indonesia great welcome pertamina renewable new energy stasiun energi hijau dukung k   bal,positive
fathannibos,2023-09-13T06:59:54Z,"lezat, banyak keunggulan Indonesia Summit G20 Bali Sukses Safe G20Indonesia Recovertogetherrecoverstronger G20Indonesia2022 Groupoftwentyindonesia",lezat unggul indonesia summit   bal sukses safe   recovertogetherrecoverstronger       groupoftwentyindonesia,positive
riea_mariska86,2023-09-20T08:09:13Z,Sekretaris Jenderal PBB Antonio Guterres mengkonfirmasi kehadiran Menteri Luar Negeri Indonesia Retno Marsudi Meeting Sekretaris Jenderal PBB Antonio Guterres Dikonfirmasi Akan Menghadiri Konferensi Tingkat Tinggi G20 KTT 15 November 16 Bali,sekretaris jenderal pbb antonio guterres konfirmasi hadir menteri negeri indonesia retno marsudi meeting sekretaris jenderal pbb antonio guterres konfirmasi hadir konferensi tingkat   k  november  bal,positive
cybereth_w,2023-09-16T12:52:09Z,Batalkan G20 Juga WKWKWKWK Telekomunikasi Persiapan Panggilan Internet Infrastruktur G20 Summit Bali 99 1 persen,batal   telekomunikasi siap panggil internet infrastruktur   summit bal   persen,neutral
IxNdheso,2023-09-13T07:23:30Z,"ingin termasuk Deklarasi Pemimpin, Dijelaskan Pastikan Kesiapan Bali Presiden Joko Widodo Meninjau Langsung Lokasi G20 Pertemuan Presiden Juga Ingin Pastikan Pertemuan Agenda Terperinci Karena Agenda G20 Agenda KTT",deklarasi pimpin pasti kesiap bal presiden joko widodo tinjau lokasi   temu presiden pasti temu agenda perinci agenda   agenda k,positive
jokowipejuangID,2023-09-13T11:49:10Z,Pemerintah Memastikan Hotel Bali Siap Selamat Datang G20 KTT Awal Hotel Hotel Tersebar Nusa Dua Beberapa daerah juga siap menyambut G20 Summit siap berhasil Jepang mandala Krida G20 Pintu KTT 13 Jokowipresidenku JokowihiBat,perintah hotel bal selamat   k hotel hotel sebar nusa daerah sambut   summit hasil jepang mandala krida   pintu k  jokowipresidenku jokowihibat,positive
nujlaaaa,2023-09-18T08:07:59Z,jempol besar kami berhasil berhasil G20 Indonesia Summit Diadakan Bali Party Popper,jempol hasil hasil   indonesia summit ada bal party popper,positive
sadidawoaini,2023-09-18T13:38:03Z,Pemerintah Menparekraf Sandiaga Uno Memastikan Hotel Bali Siap Selamat Datang G20 G20indonesia RecoverTheRecoverstronar G20Indonesia2022 Groupoftwentyindonesia,perintah menparekraf sandiaga uno hotel bal selamat     recovertherecoverstronar       groupoftwentyindonesia,positive
kompasiana,2023-09-13T14:12:43Z,Summit G20 Bali 2022 Momentum Emas Lewatkan Promosikan Tujuan Turis Tikus Tikus Indonesia,summit   bal     momentum emas lewat promosi tuju turis tikus tikus indonesia,neutral
mediaindonesia,2023-09-13T03:03:29Z,Ahead G20 Summit Sandiaga 23 Hotel Bali Full dipesan,ahead   summit sandiaga  hotel bal full pes,positive
diaharmayanti1,2023-09-15T12:12:52Z,Jaringan telekomunikasi Indonesia kesiapan wajah Summit G20 Bali Indonesia Indonesia Recovertogetherrecoverstronar G2022 Groupoftwentyindonesia,jaring telekomunikasi indonesia kesiap wajah summit   bal indonesia indonesia recovertogetherrecoverstronar     groupoftwentyindonesia,neutral
ErinNelson011,2023-09-16T08:51:06Z,Menteri Pariwisata Ekonomi Kreatif Sandiaga Uni Memastikan Persiapan Hotel Bali Ahead Peak G20 Summit Accordance G20Indonesia Recovertogerrecoverstronar G20Indonesia2022 Groupoftwentyindonesia Jawa Barat,menteri pariwisata ekonomi kreatif sandiaga uni siap hotel bal ahead peak   summit accordance   recovertogerrecoverstronar       groupoftwentyindonesia jawa barat,positive
indotelko,2023-09-19T12:03:16Z,hal -hal unik salam kemewahan g20 ala kemenparekraf bali indotelko,unik mewah   ala kemenparekraf bal indotelko,positive
DamaiSulbar,2023-09-14T15:43:56Z,Indonesia Bali KTT G20 DAMAI LAWANTERORISME TANGKALRADIKISME MERDEKA PANCASILILADA NKRIHARGAMATI Malaqbi Melletediangang Manakarra Sulbarinter Sulbarmoderate Polewalimar Majene MamuJu Mamjuuan Mamasa Pasangkaya Topoyo,indonesia bal k   damai lawanterorisme tangkalradikisme merdeka pancasililada nkrihargamati malaqbi melletediangang manakarra sulbarinter sulbarmoderate polewalimar majene mamuju mamjuuan mamasa pasangkaya topoyo,neutral
DamaiSulbar,2023-09-16T06:55:11Z,lawan konten radikal media sosial Indonesia Bali KTT G20 DAMAI LAWANTERORISME TANGKALRADIKISME MERDEKA PANCASILARDI NKRIHARGAMATI Malaqbi Melletediangangan Manakarra Sulbarinfo Sulbarmoderat Polewalim Majene MamuJuJuan MamaJuan,lawan konten radikal media sosial indonesia bal k   damai lawanterorisme tangkalradikisme merdeka pancasilardi nkrihargamati malaqbi melletediangangan manakarra sulbarinfo sulbarmoderat polewalim majene mamujujuan mamajuan,positive
indah_terpesona,2023-09-16T12:43:36Z,G20Indonesia RecoverTogetherRecoversTronger G20Indonesia2022 Groupoftwentyindonesia Bali Meninjau KTT G20 Wakil Presiden Mengharapkan Layanan G20indonesia RecoverTogerCoverstronger G20Indonesia2022 Groupoftwentyindonesia Bali,  recovertogetherrecoverstronger       groupoftwentyindonesia bal tinjau k   wakil presiden harap layan   recovertogercoverstronger       groupoftwentyindonesia bal,neutral
SandraAgustin94,2023-09-14T11:19:05Z,Angkatan Laut Indonesia memobilisasi 12 kapal perang aman G20 Summit Bali G20Indonesia Recovertogetherrecoverstronger G20Indonesia2022 Groupoftwentyindonesia Kalimantan Barat,angkat laut indonesia mobilisasi  kapal perang aman   summit bal   recovertogetherrecoverstronger       groupoftwentyindonesia kalimantan barat,positive
StacyAn46159139,2023-09-13T00:48:51Z,Pemerintah Memastikan Hotel Bali Siap Selamat Datang Maluku Utara Maluku Utara G20 Round Summit Ternate G20indonesia Recovertogerrecoverstronger G20indonesia2022 Groupoftwentyindonesia,perintah hotel bal selamat malu utara malu utara   round summit ternate   recovertogerrecoverstronger       groupoftwentyindonesia,positive
Cak_X01,2023-09-13T01:14:57Z,"Pastikan kesiapan Bali Host Presiden Lokasi Tinjauan G20 Pertemuan Presiden Juga Ingin Pastikan Agenda Rinci Agenda G20 KTT Pertemuan Tutup Internasional, yaitu KTT ASEAN APEC",pasti kesiap bal host presiden lokasi tinjau   temu presiden pasti agenda rinci agenda   k temu tutup internasional k asean apec,positive
jonathanpazilon,2023-09-16T09:49:32Z,kesiapan jaringan telekomunikasi indonesia wajah g20 bali salam Summit utara sumatra g20indonesia recovertogerrecoverstronger g20indonesia2022 groupoftwentyindonesia,kesiap jaring telekomunikasi indonesia wajah   bal summit utara sumatra   recovertogerrecoverstronger       groupoftwentyindonesia,neutral
bnewsnet,2023-09-13T01:01:26Z,"memposting peran blog baru hubungan masyarakat bali, kepolisian regional precision precision g20 informasi implementasi puncak",memposting peran blog hubung masayarakat bal polisi regional precision precision   informasi implementasi puncak,positive
antarabiz,2023-09-12T23:57:04Z,Tinjau Persiapan G20 Summit Bali Luhut Patent,tinjau siap   summit bal luhut patent,neutral
AmeliaZ17604959,2023-09-15T15:22:01Z,Sekretaris Jenderal PBB Mengonfirmasi Kehadiran KTT G20 Bali Memenuhi Menteri Luar Negeri Indonesia,sekretaris jenderal pbb konfirmasi hadir k   bal penuh menteri negeri indonesia,negative
fathannibos,2023-09-16T17:27:03Z,Together Face Global Tantangan G20 Summit Bali Sukses Safe G20indonesia RecovertogetherRecoversTronger G20Indonesia2022 Groupoftwentyindonesia,together face global tantang   summit bal sukses safe   recovertogetherrecoverstronger       groupoftwentyindonesia,positive
Vivi_cantik21,2023-09-15T12:02:11Z,Jokowi mengatakan informasi komunikasi kementerian di sepanjang mitra telekomunikasi menyiapkan jaringan cadangan cadangan jaringan g20 puncak bali menggantikan pengembangan kode kriminal,jokowi informasi komunikasi menteri mitra telekomunikasi jaring cadang cadang jaring   puncak bal ganti kembang kode kriminal,negative
diego_mines,2023-09-13T00:09:55Z,"Pemerintah Memastikan Hotel Bali Siap Selamat Datang G20 G20indonesia RecoverTheRecoverstronar G20Indonesia2022 Groupoftwentyindonesia, Sulawesi Utara",perintah hotel bal selamat     recovertherecoverstronar       groupoftwentyindonesia sulawesi utara,positive
MpokMae,2023-09-13T08:39:25Z,Pembukaan WCCE ke -3 Kamis 6 Oktober 2022 Presiden Meninjau Infrastruktur Jalan Konstruksi Nusa Dua Area Badung Badung Provinsi Bali Provinsi Lulus Para Pemimpin Dunia menghadiri KTT G20 November,buka wcce  kamis  oktober     presiden tinjau infrastruktur jalan konstruksi nusa area badung badung provinsi bal provinsi lulus pimpin dunia hadir k   november,neutral
nawacitamedia,2023-09-13T02:49:21Z,Menkominfo 1 337 Jurnalis Terdaftar Sampul G20 Summit Bali,menkominfo     jurnalis daftar sampul   summit bal,neutral
kurniayy,2023-09-17T06:57:29Z,Persiapan G20 Menko Luhut Summit bertanya kepada kantor sekolah Bali wfh,siap   menko luhut summit kantor sekolah bal wfh,neutral
beritasulselcom,2023-09-13T04:19:58Z,PT Telekomunikasi Pastikan kelancaran G20 Summit Telecommunications Network Bali,pt telekomunikasi pasti lancar   summit telecommunications network bal,positive
kamidipus,2023-09-15T16:21:00Z,Tinjau Kesiapan G20 Summit Bali Presiden Jokowi Benar -benar Mengejutkan Waktu Indonesia Opsi,tinjau kesiap   summit bal presiden jokowi kejut indonesia opsi,positive
klikwarta_com,2023-09-13T01:00:00Z,DEPAN KTT G20 KTT BNPB menegaskan kesiapan wajah bencana potensial bali,k   k bnpb kesiap wajah bencana potensial bal,neutral
voidotid,2023-09-13T01:33:25Z,Kepala BNPB LT. gen. suharyanto memastikan kesiapan menangani bencana potensial g20 summit bali,kepala bnpb lt gen suharyanto kesiap tangan bencana potensial   summit bal,neutral
GueTionghoa,2023-09-15T16:12:20Z,Presiden Returned Rapat Finalisasi Persiapan KTT G20 Diadakan Puncak Pertemuan G20 Negara Bali November 2022 Menjadi Lebih Dekat,presiden returned rapat final siap k   ada puncak temu   negara bal november    ,neutral
Hadimakpul,2023-09-12T23:43:55Z,Presiden meninjau Tahura Ngurah Rai Forest Park Dukungan G20 Bali 2022 KTT Menurut Presiden Tahura Ngurah Rai Tempat Dapat Menunjukkan Lingkungan Lingkungan Kepedulian Indonesia Dunia,presiden tinjau tahura ngurah rai forest park dukung   bal     k presiden tahura ngurah rai lingkung lingkung peduli indonesia dunia,neutral
CryptoKuta,2023-09-13T00:42:29Z,"Kepala Teknologi Informasi Komunikasi Kota Denpasar ALIT ADHI MERTA MASSIVE MASSIVE, COMMUNITY HARUS FILTERISASI INFORMASI VARIETAS YANG DENGAN MELAYANI, BIARKAN KAMI SAMA.",kepala teknologi informasi komunikasi kota denpasar alit adhi merta massive massive community filter informasi varietas layan biar,positive
friska_diane,2023-09-15T20:02:59Z,kesiapan jaringan telekomunikasi indonesia wajah g20 bali summit wilayah khusus yogyakarta g20 yogyakarta g20indonesia recovertogetherrecovertronger g20indonesia2022 groupoftwentyindonesia,kesiap jaring telekomunikasi indonesia wajah   bal summit wilayah yogyakarta   yogyakarta   recovertogetherrecovertronger       groupoftwentyindonesia,positive
sherlynlyn_,2023-09-17T10:32:59Z,Harus Memperkuat G20 Sektor Perdagangan KTT Bali Sukses Safe G20Indonesia Recovertogetherrecoverstronar G20Indonesia2022 Groupoftwentyindonesia,kuat   sektor dagang k bal sukses safe   recovertogetherrecoverstronar       groupoftwentyindonesia,positive
kumparan,2023-09-13T18:54:26Z,"Sandiaga mengatakan persiapan G20 Summit Bali juga koridor, alias trek Kumparantravel",sandiaga siap   summit bal koridor alias trek kumparantravel,neutral
opiik_piss,2023-09-13T03:38:30Z,Presiden Jokowi Kembali Pertemuan Finalisasi Persiapan G20 KTT Diadakan Puncak Pertemuan G20 Bali November 2022 Menjadi Lebih Dekat,presiden jokowi temu final siap   k ada puncak temu   bal november    ,neutral
_pln_id,2023-09-14T07:50:46Z,Spklu Spread Provinsi Bali Area Strategis Justru Membuat Delegasi Lebih Mudah Ikuti G20 PLN SPKLU KTT KOTA LISTRIFIFIKASI Melepaskan,spklu spread provinsi bal area strategis delegasi mudah ikut   pln spklu k kota listrififikasi lepas,positive
bettapatua,2023-09-17T15:40:55Z,Mengadakan Pertemuan Puncak G20 Negara Bali November 2022 Mendekati Presiden Joko Widodo Kembalinya Kabinet Pertemuan Terpimpin Menyelesaikan Berbagai Persiapan G20 KTT Merdeka Palace Jakarta Senin 3 Oktober 2022,ada temu puncak   negara bal november     dekat presiden joko widodo kembali kabinet temu pimpin selesai siap   k merdeka palace jakarta senin  oktober    ,neutral
kkpdenpasar,2023-09-17T15:02:44Z,"DEPAN KTT G20 ANGASA PURA, 107 PKD Pelatihan Gusti Ngurah Rai Bali Bandara Pax Diduga Pesawat Monkeypox Kecelakaan Pesawat Pendaratan KKP Latihan Koordinator Medis Medis",k   angasa pura    pkd latih gusti ngurah rai bal bandara pax duga pesawat monkeypox celaka pesawat darat kkp latih koordinator medis medis,neutral
sherlynlyn_,2023-09-16T03:05:44Z,SIMPLE SIAP DONG BALI G20 BALI SUKSES SAFE Safe G20Indonesia RecovertogetherRecoverstronger G20Indonesia2022 Groupoftwentyindonesia,simple bal   bal sukses safe safe   recovertogetherrecoverstronger       groupoftwentyindonesia,positive
bumnpdgjitu,2023-09-18T08:02:09Z,"Teman Bumn Green Energy Station GES Siap melayani G20 Summit Delegasi Bali November 2022 Membutuhkan Aktivitas Kendaraan G20, Energizingyou GespertamindukUNGG20 Pertaminapimimpintransisi Energi",teman bumn green energy station ges layan   summit delegasi bal november     butuh aktivitas kendara   energizingyou   pertaminapimimpintransisi energi,neutral
rakyatkuatt,2023-09-13T00:51:09Z,Pemerintah Memastikan Hotel Bali Siap Selamat Datang G20 KTT Awal Hotel Hotel Tersebar Nusa Dua Beberapa daerah juga siap menyambut G20 Summit siap berhasil Jepang mandala Krida G20 Pintu KTT 13 Jokowipresidenku JokowihiBat,perintah hotel bal selamat   k hotel hotel sebar nusa daerah sambut   summit hasil jepang mandala krida   pintu k  jokowipresidenku jokowihibat,positive
NTMC_Info,2023-09-13T00:09:28Z,Kakorlantas Polri Pastikan Personel Penjaga Siap Peristiwa Rute Aman G20 KTT Konferensi Tingkat Tinggi Pulau Pulau Bali,kakorlantas polri pasti personel jaga peristiwa rute aman   k konferensi tingkat pulau pulau bal,positive
kumparan,2023-09-19T15:46:49Z,Bank Pembiayaan Muamalat Digunakan Proyek Pengadaan Bus Listrik PT Inka Berarti Transportasi G20 Summit Bali Oktober 2022,bank biaya muamalat proyek ada bus listrik pt inka transportasi   summit bal oktober    ,neutral
21BeritaTerkini,2023-09-15T15:34:41Z,DEPAN G20 LUHUT Summit Pemeriksaan Kesiapan Layanan Bandara Bali,  luhut summit periksa kesiap layan bandara bal,neutral
LisaWri39975245,2023-09-14T15:06:01Z,"Fasilitas Layanan Kesehatan G20 Summit Ready Main Hotel Apurva Kempinski Bali G20Indonesia RecoverTogerCoverstronger G20Indonesia2022 Groupoftwentyindonesia, Jawa Tengah",fasilitas layan sehat   summit ready main hotel apurva kempinski bal   recovertogercoverstronger       groupoftwentyindonesia jawa,positive
IntanAyuArimbi,2023-09-12T22:22:43Z,Ketua MPR RI Mendukung G20 KTT Kendaraan Listrik Migrasi Bali,ketua mpr ri dukung   k kendara listrik migrasi bal,neutral
detikcom,2023-09-18T05:48:57Z,G20 Summit Make Bali Rekomendasi Delegasi yang Dipenuhi Turis Tanggal Bali Tanggal G20 Tanggal Implementasi,  summit make bal rekomendasi delegasi penuh turis tanggal bal tanggal   tanggal implementasi,neutral
BUMNBdgSigap,2023-09-13T04:00:35Z,"Teman Bumn Green Energy Station GES Siap melayani G20 Delegasi KTT Bali November 2022 Membutuhkan Kendaraan G20 Aktivitas, Sebagian besar menggunakan kendaraan listrik ramah lingkungan",teman bumn green energy station ges layan   delegasi k bal november     butuh kendara   aktivitas kendara listrik ramah lingkung,positive
WendyTangmar,2023-09-19T04:59:52Z,negara tragedi tambahan Dunia primitif masih disajikan ketua bioskop elektronik 42-botol.,negara tragedi tambah dunia primitif saji ketua bioskop elektronik  botol,neutral
Marbot_Udien,2023-09-13T03:11:42Z,Informasi Komunikasi Kementerian Mempersiapkan Pusat Media Menampung 1 500 Jurnalis Meliput Konferensi Tingkat Tinggi G20 Summit Bali International Convention Center BICC NUSA Dua Provinsi Bali 15 November 1622,informasi komunikasi menteri pusat media tampung     jurnalis liput konferensi tingkat   summit bal international convention center bicc nusa provinsi bal  november    ,negative
friska_diane,2023-09-19T12:58:59Z,Pemerintah PSTikan Hotels Bali SIP Menyambut KTT G20 Wilayah Khusus Yogyakarta G20 Yogyakarta G20indonesia RecoverTogerCoverTronger G20Indonesia2022 Groupoftwentyindonesia,perintah pastikan hotels bal sip sambut k   wilayah yogyakarta   yogyakarta   recovertogercovertronger       groupoftwentyindonesia,positive
redaksikarawan1,2023-09-13T05:03:32Z,PT Astra Honda Motor menyerahkan 20 Honda PCX Unit Listrik Bali Departemen Transportasi Provinsi Kendaraan Operasional Petugas Persiapan Holding G20 Konferensi Sekolah Menengah Presiden,pt astra honda motor serah  honda pcx unit listrik bal departemen transportasi provinsi kendara operasional tugas siap holding   konferensi sekolah tengah presiden,positive
tvOneNews,2023-09-13T01:17:28Z,Kakorlantas Polri Pastikan Personel Rute Rute Siap Route G20 Bali Summit,kakorlantas polri pasti personel rute rute route   bal summit,positive
BotakPahlawan,2023-09-15T10:22:29Z,Pemerintah Memastikan Persiapan Hotel Bali Ahead Peak G20 Summit Konferensi Tingkat Tinggi Jalur Jalur Persiapan Dibawa Membawa Implementasi Keberhasilan KTT G20,perintah siap hotel bal ahead peak   summit konferensi tingkat jalur jalur siap bawa bawa implementasi hasil k  ,positive
sherlynlyn_,2023-09-13T00:41:48Z,Harus satu suara dunia yang lebih baik KTT G20 Bali Sukses Safe G20Indonesia Recovertogetherrecoverstronger G20Indonesia2022 Groupoftwentyindonesia,suara dunia k   bal sukses safe   recovertogetherrecoverstronger       groupoftwentyindonesia,positive
Si_mbokDewor,2023-09-13T10:16:20Z,1 00 Jurnalis Terdaftar Sampul G20 Pusat Media Summit Bali,  jurnalis daftar sampul   pusat media summit bal,negative
plat_mirah,2023-09-19T04:49:20Z,Pemerintahan yang Baik Memastikan Hotel Bali Siap Delegasi Selamat Datang G20 Wajah Tersenyum Tangan Terbuka Wajah Tersenyum Tangan Terbuka Monako Monako Monako Bangka Belitung G20indonesia Recovertherrecoverstonger G2022 Groupoftwentyindonesia,perintah hotel bal delegasi selamat   wajah senyum tangan buka wajah senyum tangan buka monako monako monako bangka belitung   recovertherrecoverstonger     groupoftwentyindonesia,positive
Johnss___,2023-09-12T22:27:51Z,Keamanan G20 Polri Summit Ready Membahag20 Secure G20 Presidency Summit Bali Kendaraan Listrik ramah lingkungan,aman   polri summit ready   secure   presidency summit bal kendara listrik ramah lingkung,positive
CEOfficialID,2023-09-13T03:06:57Z,Turis Liburan Bali G20 Summit Sandiaga Uno Kamar Hotel Masih Tersedia Ubud Sanur,turis libur bal   summit sandiaga uno kamar hotel sedia ubud sanur,positive
CEOfficialID,2023-09-15T06:47:25Z,Luhut memesan kantor sekolah Bali berlaku dengan KTT WFH G20,luhut mes kantor sekolah bal laku k wfh  ,neutral
BJKT1Terpercaya,2023-09-19T08:14:00Z,Stasiun Energi Hijau Ges Ready Serve G20 Summit Delegasi Bali November 2022 Kendaraan Kendaraan G20 Aktivitas Sebagian besar menggunakan kendaraan energi ramah lingkungan yang memberi energi pada Anda gespertamindukungung20,stasiun energi hijau ges ready serve   summit delegasi bal november     kendara kendara   aktivitas kendara energi ramah lingkung energi  ,positive
Johnss___,2023-09-12T23:26:41Z,Keamanan G20 Polri Summit Ready Membahag20 Secure G20 Presidency Summit Bali Kendaraan Listrik ramah lingkungan,aman   polri summit ready   secure   presidency summit bal kendara listrik ramah lingkung,positive
DiskominfoPWK,2023-09-13T04:59:57Z,Mulai ICU APURVA 21 Hotel Delegasi Menginap Semalam Delegasi Tim Seluler VVIP Delegasi 7 Daerah Rumah Sakit Internasional Dirujuk Diskominfopurwakarta Purwakarta KTTG20 G20Indonesia KTTG20BALBALI,icu apurva  hotel delegasi inap malam delegasi tim seluler vvip delegasi  daerah rumah sakit internasional rujuk diskominfopurwakarta purwakarta      ,positive
sadidawoaini,2023-09-13T00:59:04Z,Fasilitas Layanan Kesehatan G20 Summit Bali disiapkan dengan baik G20Indonesia Recovertogetherrecoverstronger G20Indonesia2022 Groupoftwentyindonesia,fasilitas layan sehat   summit bal siap   recovertogetherrecoverstronger       groupoftwentyindonesia,neutral
gertakgertuk,2023-09-16T01:06:14Z,Pemerintah Memastikan Hotel Bali Siap Selamat Datang KTT G20 ACEH G20Indonesia Recovertogetherrecoverstronger G20Indonesia2022 Groupoftwentyindonesia,perintah hotel bal selamat k   aceh   recovertogetherrecoverstronger       groupoftwentyindonesia,positive
StacyAn46159139,2023-09-16T08:26:19Z,Pemerintah Memastikan Hotel Bali Siap Selamat Datang Maluku Utara Maluku Utara G20 Round Summit Ternate G20indonesia RecoverTogerCoverstronger G20Indonesia2022 Groupoftwentyindonesia,perintah hotel bal selamat malu utara malu utara   round summit ternate   recovertogercoverstronger       groupoftwentyindonesia,positive
KatokRombeng,2023-09-13T01:49:45Z,Departemen KTT G20 Kementerian KTT Memperkuat Rabies Control Bali,departemen k   menteri k kuat rabies control bal,neutral
BUMNJogjaSigap,2023-09-13T03:08:41Z,"Teman Bumn Green Energy Station GES Siap melayani G20 Summit Delegasi Bali November 2022 Membutuhkan Kegiatan Kendaraan G20, Sebagian besar menggunakan kendaraan listrik yang ramah lingkungan, Arifin Tasrif menemani Direktur Presiden",teman bumn green energy station ges layan   summit delegasi bal november     butuh giat kendara   kendara listrik ramah lingkung arifin tasrif tani direktur presiden,positive
Johnss___,2023-09-16T07:13:43Z,Pengawal Manajemen 20 Bali Korlantas Polri Mempersiapkan Ratusan Kendaraan Listrik Mengawasi Implementasi G20 Summit Bali Meningkatkan Ekonomi Negara,awal manajemen  bal korlantas polri ratus kendara listrik awas implementasi   summit bal tingkat ekonomi negara,neutral
RadenSumbu,2023-09-16T03:39:03Z,Pemerintah Memastikan Hotel Bali Siap Selamat Datang Gorontalo G120Indonesia RecoverTheRecoverstronger G20Indonesia2022 Groupoftwentyindonesia,perintah hotel bal selamat gorontalo    recovertherecoverstronger       groupoftwentyindonesia,positive
BumnJambiJitu,2023-09-12T23:39:58Z,Pertamina Ready Serve G20 Summit Delegation Bali November 2022 Membutuhkan Kendaraan Listrik G20 Gespertaminadukungg20 Kegiatan,pertamina ready serve   summit delegation bal november     butuh kendara listrik     giat,positive
TelkomAkses_,2023-09-19T05:00:33Z,Teman Telekomunikasi Akses Berpartisipasi Proses Persiapan G20 Kegiatan KTT Diadakan November 2022 Informasi Bali Bagian Telekomunikasi Kelompok Tugas Gugus Tugas Aman Acara KTT Telecommunications Network.,teman telekomunikasi akses partisipasi proses siap   giat k ada november     informasi bal telekomunikasi kelompok tugas gugus tugas aman acara k telecommunications network,positive
DamaiSulbar,2023-09-19T15:05:50Z,"Tanyakan Masalah Pemeriksaan Benar Pesawat, Indonesia Penting, Indonesia, G20 Damai Lawanterorisme, Tangkalradicalism, Merdeka Pancasilar Pancililargamati, Malaqbi Melletediangang Manakarra Sulbarinfo Sulbarmoderata Polewalimandar MajuJu MajuJu",periksa pesawat indonesia indonesia   damai lawanterorisme tangkalradicalism merdeka pancasilar pancililargamati malaqbi melletediangang manakarra sulbarinfo sulbarmoderata polewalimandar majuju majuju,positive
tempodotco,2023-09-13T01:02:21Z,Sandiaga mempersiapkan 23 hotel G20 Delegasi KTT Bali Tempobusiness,sandiaga  hotel   delegasi k bal tempobusiness,neutral
Kemhan_RI,2023-09-13T03:37:43Z,Kesiapan Mulai Bandara Ngurah Rai Melayani Penerbangan Kesiapan Perhotelan Akomodasi Tempat Tinggal Delegasi Menyediakan Unit Transportasi Listrik Mempopori Energi Hijau Energi Terbarukan Kementerian Pertahanan Kementerian Pertahanan,kesiap bandara ngurah rai layan terbang kesiap hotel akomodasi tinggal delegasi sedia unit transportasi listrik popor energi hijau energi baru menteri tahan menteri tahan,negative
DamaiSulbar,2023-09-13T01:34:58Z,"KTT Keamanan 20 Kadet Orang Indonesia, Mari Jaga Indonesia Indonesia, Mendanterorisme Tangkalradicalisme Merdeka Pancasilar Pancasada Nkrihargamati, Malaqbi Melletediangang Manakarra Sulbarinfo Sulbarmoderat Polewalimandar",k aman  kadet indonesia mari jaga indonesia indonesia mendanterorisme tangkalradicalisme merdeka pancasilar pancasada nkrihargamati malaqbi melletediangang manakarra sulbarinfo sulbarmoderat polewalimandar,neutral
kamidipus,2023-09-12T22:05:08Z,POLDA BALI Undang Komunitas Melindungi Keamanan Pesanan Umum Depan G20 Summit News Opsi,polda bal undang komunitas lindung aman pesan   summit news opsi,neutral
Kotakmi1,2023-09-16T08:25:06Z,Sandiaga menyiapkan 23 hotel G20 delegasi puncak bali optionin,sandiaga  hotel   delegasi puncak bal optionin,neutral
JohnWambai,2023-09-13T14:35:51Z,Dukungan Sukses G20 Indonesia Summit Bali G20Indonesia Sukseskang20 Recovertogetherrecoverstronger G20Indonesia2022 Groupoftwentyindonesia,dukung sukses   indonesia summit bal     recovertogetherrecoverstronger       groupoftwentyindonesia,neutral
jpnncom,2023-09-13T09:30:38Z,Beritabali BMKG Memasang Layar Gempa Antisipasi Gempa Bumi Depan,beritabali bmkg pasang layar gempa antisipasi gempa bumi,neutral
papedahaneut,2023-09-13T08:45:02Z,G20 Summit Bali Dukungan Smooth Running Government Event Antisipasi Gangguan Jaringan Telekomunikasi Menyiapkan Cadangan Sukses,  summit bal dukung smooth running government event antisipasi ganggu jaring telekomunikasi cadang sukses,positive
GaekMinang,2023-09-15T23:22:04Z,Angkatan Laut Indonesia dikerahkan 12 kapal perang aman G20 Bali Barat Sumatra Masyarakat Bangga Indonesia Penyelenggara G20 G20Indonesia RecoverTrecoverstronger G20Indonesia2022 Groupoftwentyindonesia,angkat laut indonesia kerah  kapal perang aman   bal barat sumatra masayarakat bangga indonesia selenggara     recovertrecoverstronger       groupoftwentyindonesia,positive
